,Influencers,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
0,Oprah,Thu Jun 28 22:01:59 +0000 2018,We’re Live on Facebook! Join us now.,0.3595,0.293,0.0,0.707,100
1,Oprah,Thu Jun 28 21:46:29 +0000 2018,See ya from my porch in 15 minutes. LIVE FB #TheSunDoesShine,0.0,0.0,0.0,1.0,99
2,Oprah,Thu Jun 28 20:08:31 +0000 2018,Love this book and the author. Join me FBLive from my with your insights and questions 6pm eastern. https://t.co/qBqqW66qiV,0.7506,0.274,0.0,0.726,98
3,Oprah,Thu Jun 28 03:02:04 +0000 2018,I do so LOVE me some  #QueenSugar  Thank u forever @ava,0.8283,0.525,0.0,0.475,97
4,Oprah,Thu Jun 28 02:55:43 +0000 2018,"After 30 years of being on death row for a crime he did NOT do, Anthony Ray Hinton is ready to enjoy life. He and b… https://t.co/gvFdXlaKVr",-0.4019,0.162,0.211,0.627,96
5,Oprah,Thu Jun 28 02:53:05 +0000 2018,@MalikThaElite Intentional!,0.0,0.0,0.0,1.0,95
6,Oprah,Thu Jun 28 02:52:05 +0000 2018,@dawnlyen @shazbennett @thisthatchloe @OWNTV Yep you slayed that episode😘,0.296,0.216,0.0,0.784,94
7,Oprah,Thu Jun 28 02:50:02 +0000 2018,@AshBenton @OWNTV Pie Empire!!,0.0,0.0,0.0,1.0,93
8,Oprah,Wed Jun 27 02:48:30 +0000 2018,@AshBenton @OWNTV Nope.. not happening. Days are gone by-by.,0.0,0.0,0.0,1.0,92
9,Oprah,Wed Jun 27 02:45:34 +0000 2018,@MawuliChai @chillwillbey @LoveIsOWN @OWNTV So agree with you.,0.5009,0.316,0.0,0.684,91
10,Oprah,Wed Jun 27 02:13:44 +0000 2018,@LoveIsOWN Thank’s y’all. Here’s to Besties🍷🍷🍷! #LOVEis,0.0,0.0,0.0,1.0,90
11,Oprah,Wed Jun 27 02:11:51 +0000 2018,@AshBenton @OWNTV @MaraBrockAkil @thesalimakil Yep I remember.. and my parents always buggin’ .. “ Get off the Phone”!,0.3595,0.142,0.0,0.858,89
12,Oprah,Wed Jun 27 02:09:23 +0000 2018,RT @LoveIsOWN: #LOVEis the permission to design your own relationship. All new episode of Love Is___ TONIGHT! Grab your Yasir or your Nuri…,0.6696,0.17,0.0,0.83,88
13,Oprah,Wed Jun 27 02:05:31 +0000 2018,@3LWTV @OWNTV Love that. #Lovetribe what part of the world are you?,0.6369,0.276,0.0,0.724,87
14,Oprah,Wed Jun 27 02:04:30 +0000 2018,@RichOnOWN I remember by hairdo’s . #LOVEis,0.0,0.0,0.0,1.0,86
15,Oprah,Wed Jun 27 02:02:45 +0000 2018,#LOVEis happening now on @OWNTV,0.0,0.0,0.0,1.0,85
16,Oprah,Tue Jun 26 21:37:46 +0000 2018,TONIGHT! 10/9c on OWN. See ya there! 👋🏾 #LOVEis https://t.co/HhuRJgw1JN,0.5837,0.225,0.0,0.775,84
17,Oprah,Sat Jun 23 17:44:46 +0000 2018,Maria has been my friend since we were both young reporters in Baltimore. Her wisdom and open heart is what the wor… https://t.co/eRxPJnueyQ,0.765,0.239,0.0,0.761,83
18,Oprah,Thu Jun 21 03:02:59 +0000 2018,@DrennaB We love u for watching in all our complexity.,0.6369,0.344,0.0,0.656,82
19,Oprah,Thu Jun 21 03:01:47 +0000 2018,@mutual_feelings Woo Jesus is right! Ooo Lorty!,0.5696,0.38,0.0,0.62,81
20,Oprah,Thu Jun 28 22:01:59 +0000 2018,We’re Live on Facebook! Join us now.,0.3595,0.293,0.0,0.707,80
21,Oprah,Thu Jun 28 21:46:29 +0000 2018,See ya from my porch in 15 minutes. LIVE FB #TheSunDoesShine,0.0,0.0,0.0,1.0,79
22,Oprah,Thu Jun 28 20:08:31 +0000 2018,Love this book and the author. Join me FBLive from my with your insights and questions 6pm eastern. https://t.co/qBqqW66qiV,0.7506,0.274,0.0,0.726,78
23,Oprah,Thu Jun 28 03:02:04 +0000 2018,I do so LOVE me some  #QueenSugar  Thank u forever @ava,0.8283,0.525,0.0,0.475,77
24,Oprah,Thu Jun 28 02:55:43 +0000 2018,"After 30 years of being on death row for a crime he did NOT do, Anthony Ray Hinton is ready to enjoy life. He and b… https://t.co/gvFdXlaKVr",-0.4019,0.162,0.211,0.627,76
25,Oprah,Thu Jun 28 02:53:05 +0000 2018,@MalikThaElite Intentional!,0.0,0.0,0.0,1.0,75
26,Oprah,Thu Jun 28 02:52:05 +0000 2018,@dawnlyen @shazbennett @thisthatchloe @OWNTV Yep you slayed that episode😘,0.296,0.216,0.0,0.784,74
27,Oprah,Thu Jun 28 02:50:02 +0000 2018,@AshBenton @OWNTV Pie Empire!!,0.0,0.0,0.0,1.0,73
28,Oprah,Wed Jun 27 02:48:30 +0000 2018,@AshBenton @OWNTV Nope.. not happening. Days are gone by-by.,0.0,0.0,0.0,1.0,72
29,Oprah,Wed Jun 27 02:45:34 +0000 2018,@MawuliChai @chillwillbey @LoveIsOWN @OWNTV So agree with you.,0.5009,0.316,0.0,0.684,71
30,Oprah,Wed Jun 27 02:13:44 +0000 2018,@LoveIsOWN Thank’s y’all. Here’s to Besties🍷🍷🍷! #LOVEis,0.0,0.0,0.0,1.0,70
31,Oprah,Wed Jun 27 02:11:51 +0000 2018,@AshBenton @OWNTV @MaraBrockAkil @thesalimakil Yep I remember.. and my parents always buggin’ .. “ Get off the Phone”!,0.3595,0.142,0.0,0.858,69
32,Oprah,Wed Jun 27 02:09:23 +0000 2018,RT @LoveIsOWN: #LOVEis the permission to design your own relationship. All new episode of Love Is___ TONIGHT! Grab your Yasir or your Nuri…,0.6696,0.17,0.0,0.83,68
33,Oprah,Wed Jun 27 02:05:31 +0000 2018,@3LWTV @OWNTV Love that. #Lovetribe what part of the world are you?,0.6369,0.276,0.0,0.724,67
34,Oprah,Wed Jun 27 02:04:30 +0000 2018,@RichOnOWN I remember by hairdo’s . #LOVEis,0.0,0.0,0.0,1.0,66
35,Oprah,Wed Jun 27 02:02:45 +0000 2018,#LOVEis happening now on @OWNTV,0.0,0.0,0.0,1.0,65
36,Oprah,Tue Jun 26 21:37:46 +0000 2018,TONIGHT! 10/9c on OWN. See ya there! 👋🏾 #LOVEis https://t.co/HhuRJgw1JN,0.5837,0.225,0.0,0.775,64
37,Oprah,Sat Jun 23 17:44:46 +0000 2018,Maria has been my friend since we were both young reporters in Baltimore. Her wisdom and open heart is what the wor… https://t.co/eRxPJnueyQ,0.765,0.239,0.0,0.761,63
38,Oprah,Thu Jun 21 03:02:59 +0000 2018,@DrennaB We love u for watching in all our complexity.,0.6369,0.344,0.0,0.656,62
39,Oprah,Thu Jun 21 03:01:47 +0000 2018,@mutual_feelings Woo Jesus is right! Ooo Lorty!,0.5696,0.38,0.0,0.62,61
40,Oprah,Wed Jun 20 05:28:43 +0000 2018,@MaraBrockAkil That’s why this gives us the Feels. ❤️. All so authentic.,0.0,0.0,0.0,1.0,60
41,Oprah,Wed Jun 20 03:02:01 +0000 2018,@bigbrotherfan35 This made me 😂 Lort!  #LOVEis,0.4926,0.273,0.127,0.6,59
42,Oprah,Wed Jun 20 02:59:44 +0000 2018,@MyBeautyAndSoul @MaraBrockAkil   And @thesalimakil  based on their love story.❤️❤️,0.6369,0.344,0.0,0.656,58
43,Oprah,Wed Jun 20 02:55:21 +0000 2018,@mkpfaith @OWNTV Thanks so much🙏🏾,0.4404,0.42,0.0,0.58,57
44,Oprah,Wed Jun 20 02:49:47 +0000 2018,Feeling the love from you all for our new show. Thanks for showing up here and spreading the word. OWNers you Rock! #LOVEis,0.8356,0.308,0.0,0.692,56
45,Oprah,Wed Jun 20 02:45:07 +0000 2018,"Yes regular time slot, after Haves. 10pm #LOVEis",0.4019,0.278,0.0,0.722,55
46,Oprah,Wed Jun 20 02:33:13 +0000 2018,Remember collect calls y’all?“Heard you walkin around town in your drawers” made me😂#LoveIs,0.0,0.0,0.0,1.0,54
47,Oprah,Wed Jun 20 02:30:05 +0000 2018,@theGrio I’m looooovin’ it!  Every bit of it.,0.0,0.0,0.0,1.0,53
48,Oprah,Wed Jun 20 02:25:21 +0000 2018,@3LWTV @OWNTV @MaraBrockAkil @thesalimakil It gets more Loving every week. So proud of  @MaraBrockAkil  and whole cast!,0.8582,0.361,0.0,0.639,52
49,Oprah,Wed Jun 20 02:21:42 +0000 2018,Thanks for being a part of the TREND y’all! #LOVEis,0.4926,0.285,0.0,0.715,51
50,Oprah,Wed Jun 20 02:03:29 +0000 2018,Here we go @LoveIsOWN ! Happy to be tweet-resting with you ! #LoveIs,0.6467,0.3,0.0,0.7,50
51,Oprah,Wed Jun 20 01:38:13 +0000 2018,"RT @wouldnotmind: Are You ready for #LoveIs ♥️ 😃 on @OWNTV 🤗 who is watching with us 🤔 TWEET, TWEET right @Oprah 😊 #OwnTVRocks https://t.co…",0.9153,0.308,0.0,0.692,49
52,Oprah,Tue Jun 19 21:43:28 +0000 2018,"RT @AppleMusic: Iconic 90s love songs, chosen by @Oprah. 👑
Listen to the playlist inspired by the new series #LOVEis, premiering tonight on…",0.8126,0.261,0.0,0.739,48
53,Oprah,Tue Jun 19 14:06:28 +0000 2018,Everyone needs a little love right now. #LOVEis series premiere TONIGHT 10/9c on OWN. https://t.co/4EPIUMCCwi,0.6003,0.231,0.0,0.769,47
54,Oprah,Mon Jun 18 11:01:49 +0000 2018,Here we go @CBSThisMorning! Eye-opener.,0.0,0.0,0.0,1.0,46
55,Oprah,Mon Jun 18 10:30:52 +0000 2018,"On vacay.. Up to watch @CBSThisMorning.  @GayleKing @DavidBegnaud, @cbsmireya LIVE from Texas!",0.0,0.0,0.0,1.0,45
56,Oprah,Mon Jun 18 09:44:02 +0000 2018,@CRayHenson @GayleKing @CBSThisMorning Is seeking asylum against the law?,0.0,0.0,0.0,1.0,44
57,Oprah,Mon Jun 18 09:41:08 +0000 2018,@gunnsmom6 @GayleKing @CBSThisMorning Wrong then. Wrong Now.   I wasn’t aware then.  Now WOKE.  “ When you know bet… https://t.co/arWSJirf8s,-0.7351,0.0,0.292,0.708,43
58,Oprah,Mon Jun 18 04:10:46 +0000 2018,"Babies torn from their parents.
Can’t stand it! Will be watching
@GayleKing and her colleaques LiVE from Texas. @CBSThisMorning 7am",-0.3164,0.0,0.108,0.892,42
59,Oprah,Sun Jun 17 14:25:54 +0000 2018,"Father of three, Tom Brady is on an all NEW @SuperSoulSunday today at 11am. Tune-in and tweet, tweet! #HappyFathersDay",0.0,0.0,0.0,1.0,41
60,Oprah,Sat Jun 16 13:26:39 +0000 2018,Knew I liked this guy! Much more to Tom Brady than football—so impressed by his work ethic and commitment to family… https://t.co/4xQGnVoBzr,0.8313,0.328,0.0,0.672,40
61,Oprah,Tue Jun 12 18:18:55 +0000 2018,Who loves 90s music?! 👋🏾 Our new show @LoveIsOWN premieres in 1 WEEK! It’s set in the 90s so let’s get in the mood!… https://t.co/Rzqu54xRXF,0.8306,0.23,0.0,0.77,39
62,Oprah,Mon Jun 11 14:52:51 +0000 2018,"One of the most incredible men I’ve ever met. Today on the #SuperSoul podcast, Anthony Ray Hinton’s gripping story.… https://t.co/veXimKp8vc",0.0,0.0,0.0,1.0,38
63,Oprah,Sun Jun 10 16:11:43 +0000 2018,"Great to hear from all u guys @MalikaGhosh ,@3LWTV ,@RichOnOWN ,@AshBenton ,@kenlikebarbie ! Don’t we 🧡🧡Mr. Hinton.
#TheSunDoesShine",0.6588,0.226,0.0,0.774,37
64,Oprah,Sun Jun 10 14:34:08 +0000 2018,Hope u can join me on Facebook or OWN.. in half hr. And meet this remarkable man. https://t.co/cOxPEMLXfd,0.8537,0.4,0.0,0.6,36
65,Oprah,Sat Jun 09 12:48:36 +0000 2018,"SuperSoulers, this man is incredible. You’ll see why after this interview. Anthony Ray Hinton, author of my new Boo… https://t.co/wOJ4FOD0ZI",0.0,0.0,0.0,1.0,35
66,Oprah,Thu Jun 07 22:00:04 +0000 2018,Seeing everything under one roof brought tears to my eyes. Thanks Lonnie Bunch for giving @GayleKing and I a sneak… https://t.co/mhWQ6A5UOz,0.5267,0.228,0.082,0.69,34
67,Oprah,Wed Jun 06 21:00:02 +0000 2018,Wednesday…favorite night of the week! Who’s ready for new #QUEENSUGAR tonight??? https://t.co/OhNnnjnNpy,0.5158,0.232,0.0,0.768,33
68,Oprah,Tue Jun 05 14:13:53 +0000 2018,RT @CBSThisMorning: COMING UP: @Oprah and @GayleKing will be live on our Facebook page at 10:15a with the author of her latest book club pi…,0.0,0.0,0.0,1.0,32
69,Oprah,Tue Jun 05 14:09:11 +0000 2018,Going LIVE on Facebook with Gayle and a man you need to know.. Anthony Ray Hinton.. join us at 10:15 https://t.co/mOBFklOe3s,0.296,0.104,0.0,0.896,31
70,Oprah,Tue Jun 05 13:00:02 +0000 2018,"Book Club friends, I’m SO passionate about my next pick. The Sun Does Shine by Anthony Ray Hinton. This unimaginabl… https://t.co/EK74nwvxEE",0.8189,0.284,0.0,0.716,30
71,Oprah,Sat Jun 02 17:01:38 +0000 2018,"Grammy-Award winning musician, author, philanthropist and “techie”…@iamwill is keeping busy! See what Will’s been u… https://t.co/dh1Bn17YCp",0.5707,0.198,0.0,0.802,29
72,Oprah,Wed May 30 18:16:11 +0000 2018,"Alright Sugar fans, how are you holding up after last night? Double dose of #QUEENSUGAR continues tonight, 10|9c. F… https://t.co/drYCMGBjro",0.25,0.095,0.0,0.905,28
73,Oprah,Wed May 30 03:49:13 +0000 2018,@RhapsoDani were you watching tonight? #queensugar,0.0,0.0,0.0,1.0,27
74,Oprah,Wed May 30 02:58:09 +0000 2018,Don’t change Nothin’ #QueenSugar https://t.co/DAm6Cz3Upz,0.0,0.0,0.0,1.0,26
75,Oprah,Wed May 30 02:55:36 +0000 2018,Results? #QueenSugar,0.0,0.0,0.0,1.0,25
76,Oprah,Wed May 30 02:53:40 +0000 2018,@Chosenvessel104 @QueenSugarOWN 2018 kids don’t get ‘em. That’s a good thing right?,0.4404,0.225,0.0,0.775,24
77,Oprah,Wed May 30 02:52:33 +0000 2018,Same officer.. that’s for sure! #queensugar,0.3802,0.341,0.0,0.659,23
78,Oprah,Wed May 30 02:02:55 +0000 2018,Come on y’all..#GimmeSugar #SugarTime #QUEENSUGAR  season 3!!! 👏🏽👏🏽👏🏽,0.0,0.0,0.0,1.0,22
79,Oprah,Tue May 29 18:10:30 +0000 2018,Counting down the hours for new #QUEENSUGAR! Who’s watching with me and @Ava? 👋🏾,0.5411,0.17,0.0,0.83,21
80,Oprah,Mon May 28 13:01:54 +0000 2018,"I see you…I KNOW you’re ready, Sweeties! #QUEENSUGAR two-night season premiere event starts this Tuesday, May 29 at… https://t.co/d1MEj8rN3s",0.7088,0.269,0.0,0.731,20
81,Oprah,Tue May 15 19:45:00 +0000 2018,"Nothing else like it on TV. A new romantic series comes to OWN, June 19. Drum roll, please…here’s your first look a… https://t.co/mcOyJoQHSv",0.1506,0.109,0.085,0.806,19
82,Oprah,Tue May 15 17:45:00 +0000 2018,"The Bordelons aren’t playing games! Getting close, Sweeties…only two weeks until the two-night season premiere of… https://t.co/ItAcinKcZb",0.2714,0.116,0.0,0.884,18
83,Oprah,Sat May 12 15:00:01 +0000 2018,What’s the #1reason we often repeat our mistakes? @DrPhil is a master at understanding human behavior and helping u… https://t.co/dNMKWkSpwm,-0.0772,0.101,0.115,0.783,17
84,Oprah,Fri May 11 22:17:55 +0000 2018,"We’re baaack! #WrinkleInTime is in theaters again this weekend. Moms and kids, experience the magic together.… https://t.co/4YoEg4hOGa",0.0,0.0,0.0,1.0,16
85,Oprah,Tue May 08 17:30:01 +0000 2018,I have ALWAYS wanted to work with @MaraBrockAkil &amp; @TheSalimAkil and it’s finally happening! Who didn’t love Girlfr… https://t.co/mXdEaKwV68,0.6696,0.209,0.0,0.791,15
86,Oprah,Sat Apr 21 16:54:30 +0000 2018,"Come on, @AmySchumer! 💃🏾 You can catch our conversation on my Facebook page tomorrow. https://t.co/COqV0iin2z",0.0,0.0,0.0,1.0,14
87,Oprah,Fri Apr 20 12:00:01 +0000 2018,We both knew it just had to happen one day. And it finally did. Our first Hellooooo! Go see #IFeelPretty on Friday.… https://t.co/r8I9qKFMWq,0.0,0.0,0.0,1.0,13
88,Oprah,Thu Apr 19 17:12:53 +0000 2018,"A legacy worth fighting for. Season 3 is almost here, sweeties! #QUEENSUGAR https://t.co/KwB3Z3JUjB",0.364,0.323,0.161,0.516,12
89,Oprah,Tue Apr 10 01:31:48 +0000 2018,I read every article. This issue remarkable.Great job.  @NatGeo https://t.co/AY8Ims8AhH,0.0,0.0,0.0,1.0,11
90,Oprah,Mon Apr 09 01:07:11 +0000 2018,"@JeffFager Jeff, proud of the 60team for this powerful piece. #60Minutes",0.7469,0.414,0.0,0.586,10
91,Oprah,Mon Apr 09 01:01:57 +0000 2018,RT @JeffFager: America's history with lynching is disturbing and shocking. @Oprah takes us on a tour of a new memorial covering 70 years of…,-0.7184,0.0,0.231,0.769,9
92,Oprah,Sun Apr 08 18:00:01 +0000 2018,"Tonight on @60minutes, we go inside The National Memorial for Peace and Justice. 805 steel markers, each bearing th… https://t.co/M3hDLdUmLy",0.7845,0.277,0.0,0.723,8
93,Oprah,Sun Apr 08 03:52:07 +0000 2018,"We could listen to you all day, @Lin_Manuel! Hamilton fans, gather ‘round—our #SuperSoul conversation streams on my… https://t.co/v3c2DmEm7h",0.0,0.0,0.0,1.0,7
94,Oprah,Tue Mar 27 04:45:26 +0000 2018,@floydwilliams14 @ava @LightworkerNews @LightWorkers @2pacnow @SelfInspiredLUV My Faaavorite line in the movie!  An… https://t.co/KghEenHsrX,0.0,0.0,0.0,1.0,6
95,Oprah,Sun Mar 25 02:25:07 +0000 2018,@3LWTV @rempower @ava @QueenSugarOWN @katcandler I understand! They’re Real to me too. #QueenSugar,0.0,0.0,0.0,1.0,5
96,Oprah,Sun Mar 25 02:20:45 +0000 2018,@rempower @ava @QueenSugarOWN @katcandler All I can say.. You will not be disappointed! #QueenSugar,0.4303,0.192,0.0,0.808,4
97,Oprah,Sun Mar 25 02:17:41 +0000 2018,@ava @QueenSugarOWN @katcandler Hey Yall! #GimmeSugar,0.0,0.0,0.0,1.0,3
98,Oprah,Sun Mar 25 02:16:47 +0000 2018,@RealJohnGray agree she needs to read the autopsy. #BookofJohnGray,0.3612,0.238,0.0,0.762,2
99,Oprah,Sun Mar 25 01:59:40 +0000 2018,@3LWTV @IyanlaVanzant @OWNTV Agree All 3 parts were revolutionary!,0.4199,0.285,0.0,0.715,1
100,KimKardashian,Sun Jul 01 01:31:17 +0000 2018,@colinags are you still here at the mall? You should come to the event! DM my team @kkwbeauty and they can bring you up.,0.0,0.0,0.0,1.0,100
101,KimKardashian,Sat Jun 30 21:43:39 +0000 2018,RT @colinags: it’s a museum in here... the online photos don’t do it justice https://t.co/KomyINv3xr,0.5267,0.207,0.0,0.793,99
102,KimKardashian,Sat Jun 30 21:43:31 +0000 2018,😍 https://t.co/r6FGv8qJ2v,0.4588,0.429,0.0,0.571,98
103,KimKardashian,Sat Jun 30 17:01:38 +0000 2018,RT @kkwbeauty: Who’s excited to see @KimKardashian and @makeupbymario at @WestfieldCC today? Were you one of the lucky 50 invited to attend…,0.6369,0.206,0.0,0.794,97
104,KimKardashian,Fri Jun 29 22:21:34 +0000 2018,RT @KKWMAFIA: KKWBEAUTY RESTOCK ALERT!!!  #KKWXMARIO Collection return to https://t.co/q4eJ7JnEIa TODAY at 12PM PST! #KKWBEAUTY https://t.c…,0.625,0.215,0.0,0.785,96
105,KimKardashian,Fri Jun 29 22:02:51 +0000 2018,💋 https://t.co/UqDpqFFB0L,0.4215,0.583,0.0,0.417,95
106,KimKardashian,Fri Jun 29 22:02:36 +0000 2018,💋 https://t.co/WUnbhQSHmK,0.4215,0.583,0.0,0.417,94
107,KimKardashian,Fri Jun 29 22:02:25 +0000 2018,😍 https://t.co/JJQhb1Eiiz,0.4588,0.429,0.0,0.571,93
108,KimKardashian,Fri Jun 29 22:00:04 +0000 2018,Just a reminder 💋 #KKWXMARIO collection is available at https://t.co/PoBZ3bhjs8 https://t.co/mNu9TQMhH7,0.4215,0.219,0.0,0.781,92
109,KimKardashian,Fri Jun 29 21:05:02 +0000 2018,Shop #KKWXMARIO Lip Glosses in Juicy and Super Nude: https://t.co/dsIzVugZXG https://t.co/8UyBCPaYKU,0.5994,0.281,0.0,0.719,91
110,KimKardashian,Fri Jun 29 19:52:45 +0000 2018,RT @kkwbeauty: Surprise! We are doing a 2nd round drawing of winners to meet @KimKardashian &amp; @MakeupByMario at @WestfieldCC tomorrow. Chec…,0.6696,0.234,0.0,0.766,90
111,KimKardashian,Fri Jun 29 19:40:29 +0000 2018,💋 https://t.co/Y9THCfLzp5,0.4215,0.583,0.0,0.417,89
112,KimKardashian,Fri Jun 29 19:39:45 +0000 2018,"Learn how to apply the #KKWXMARIO collection like @MakeupByMario. Bundle, Palette, Glosses &amp; Lipstick are now avail… https://t.co/FptYmUXsSt",0.3612,0.128,0.0,0.872,88
113,KimKardashian,Fri Jun 29 19:03:51 +0000 2018,SHOP #KKWXMARIO NOW ❤️ https://t.co/csFfGXWe1v https://t.co/OaDcIsYQxP,0.0,0.0,0.0,1.0,87
114,KimKardashian,Fri Jun 29 18:56:06 +0000 2018,5 more minutes until #KKWXMARIO is available for purchase at https://t.co/PoBZ3bhjs8 💙 https://t.co/5VmxMhTJL0,0.0,0.0,0.0,1.0,86
115,KimKardashian,Fri Jun 29 18:28:57 +0000 2018,30 more minutes until #KKWXMARIO restocks! https://t.co/PoBZ3bhjs8 https://t.co/TXiQW55AlE,0.0,0.0,0.0,1.0,85
116,KimKardashian,Fri Jun 29 18:22:14 +0000 2018,We’re back!! New season of #KUWTK coming this summer. https://t.co/Qu0EJyTcfS,0.0,0.0,0.0,1.0,84
117,KimKardashian,Fri Jun 29 17:52:55 +0000 2018,"RT @kkwbeauty: The full ​#KKWXMARIO​ collection (bundle, palette, glosses &amp; lipstick) is available for purchase online TODAY, 06.29 at 12PM…",0.0,0.0,0.0,1.0,83
118,KimKardashian,Fri Jun 29 17:18:31 +0000 2018,"RT @KUWTK: The fam's been on the DL for a while, but we're getting you all caught up. 👏 #KUWTK returns August 5, only on E! https://t.co/dE…",0.0,0.0,0.0,1.0,82
119,KimKardashian,Fri Jun 29 14:56:59 +0000 2018,"The full #KKWXMARIO collection (bundle, palette, glosses &amp; lipstick) is back in stock at https://t.co/PoBZ3bhjs8 TO… https://t.co/mJZsUqatXL",0.0,0.0,0.0,1.0,81
120,KimKardashian,Sun Jul 01 01:31:17 +0000 2018,@colinags are you still here at the mall? You should come to the event! DM my team @kkwbeauty and they can bring you up.,0.0,0.0,0.0,1.0,80
121,KimKardashian,Sat Jun 30 21:43:39 +0000 2018,RT @colinags: it’s a museum in here... the online photos don’t do it justice https://t.co/KomyINv3xr,0.5267,0.207,0.0,0.793,79
122,KimKardashian,Sat Jun 30 21:43:31 +0000 2018,😍 https://t.co/r6FGv8qJ2v,0.4588,0.429,0.0,0.571,78
123,KimKardashian,Sat Jun 30 17:01:38 +0000 2018,RT @kkwbeauty: Who’s excited to see @KimKardashian and @makeupbymario at @WestfieldCC today? Were you one of the lucky 50 invited to attend…,0.6369,0.206,0.0,0.794,77
124,KimKardashian,Fri Jun 29 22:21:34 +0000 2018,RT @KKWMAFIA: KKWBEAUTY RESTOCK ALERT!!!  #KKWXMARIO Collection return to https://t.co/q4eJ7JnEIa TODAY at 12PM PST! #KKWBEAUTY https://t.c…,0.625,0.215,0.0,0.785,76
125,KimKardashian,Fri Jun 29 22:02:51 +0000 2018,💋 https://t.co/UqDpqFFB0L,0.4215,0.583,0.0,0.417,75
126,KimKardashian,Fri Jun 29 22:02:36 +0000 2018,💋 https://t.co/WUnbhQSHmK,0.4215,0.583,0.0,0.417,74
127,KimKardashian,Fri Jun 29 22:02:25 +0000 2018,😍 https://t.co/JJQhb1Eiiz,0.4588,0.429,0.0,0.571,73
128,KimKardashian,Fri Jun 29 22:00:04 +0000 2018,Just a reminder 💋 #KKWXMARIO collection is available at https://t.co/PoBZ3bhjs8 https://t.co/mNu9TQMhH7,0.4215,0.219,0.0,0.781,72
129,KimKardashian,Fri Jun 29 21:05:02 +0000 2018,Shop #KKWXMARIO Lip Glosses in Juicy and Super Nude: https://t.co/dsIzVugZXG https://t.co/8UyBCPaYKU,0.5994,0.281,0.0,0.719,71
130,KimKardashian,Fri Jun 29 19:52:45 +0000 2018,RT @kkwbeauty: Surprise! We are doing a 2nd round drawing of winners to meet @KimKardashian &amp; @MakeupByMario at @WestfieldCC tomorrow. Chec…,0.6696,0.234,0.0,0.766,70
131,KimKardashian,Fri Jun 29 19:40:29 +0000 2018,💋 https://t.co/Y9THCfLzp5,0.4215,0.583,0.0,0.417,69
132,KimKardashian,Fri Jun 29 19:39:45 +0000 2018,"Learn how to apply the #KKWXMARIO collection like @MakeupByMario. Bundle, Palette, Glosses &amp; Lipstick are now avail… https://t.co/FptYmUXsSt",0.3612,0.128,0.0,0.872,68
133,KimKardashian,Fri Jun 29 19:03:51 +0000 2018,SHOP #KKWXMARIO NOW ❤️ https://t.co/csFfGXWe1v https://t.co/OaDcIsYQxP,0.0,0.0,0.0,1.0,67
134,KimKardashian,Fri Jun 29 18:56:06 +0000 2018,5 more minutes until #KKWXMARIO is available for purchase at https://t.co/PoBZ3bhjs8 💙 https://t.co/5VmxMhTJL0,0.0,0.0,0.0,1.0,66
135,KimKardashian,Fri Jun 29 18:28:57 +0000 2018,30 more minutes until #KKWXMARIO restocks! https://t.co/PoBZ3bhjs8 https://t.co/TXiQW55AlE,0.0,0.0,0.0,1.0,65
136,KimKardashian,Fri Jun 29 18:22:14 +0000 2018,We’re back!! New season of #KUWTK coming this summer. https://t.co/Qu0EJyTcfS,0.0,0.0,0.0,1.0,64
137,KimKardashian,Fri Jun 29 17:52:55 +0000 2018,"RT @kkwbeauty: The full ​#KKWXMARIO​ collection (bundle, palette, glosses &amp; lipstick) is available for purchase online TODAY, 06.29 at 12PM…",0.0,0.0,0.0,1.0,63
138,KimKardashian,Fri Jun 29 17:18:31 +0000 2018,"RT @KUWTK: The fam's been on the DL for a while, but we're getting you all caught up. 👏 #KUWTK returns August 5, only on E! https://t.co/dE…",0.0,0.0,0.0,1.0,62
139,KimKardashian,Fri Jun 29 14:56:59 +0000 2018,"The full #KKWXMARIO collection (bundle, palette, glosses &amp; lipstick) is back in stock at https://t.co/PoBZ3bhjs8 TO… https://t.co/mJZsUqatXL",0.0,0.0,0.0,1.0,61
140,KimKardashian,Fri Jun 29 14:54:34 +0000 2018,😍 https://t.co/fCESBQzsbo,0.4588,0.429,0.0,0.571,60
141,KimKardashian,Thu Jun 28 21:35:22 +0000 2018,#KKWXMARIO Lip Glosses are available tomorrow on https://t.co/PoBZ3bhjs8 at 12PM PST 💗 https://t.co/Peb2CYxMSv,0.1779,0.116,0.0,0.884,59
142,KimKardashian,Thu Jun 28 19:36:18 +0000 2018,Needed the right light to show that sparkle ✨ #VersaceBaby https://t.co/MOfFOwZ634,0.6249,0.362,0.0,0.638,58
143,KimKardashian,Thu Jun 28 18:18:06 +0000 2018,"The full #KKWxMARIO collection (bundle, palette, glosses &amp; lipstick) is back in stock at https://t.co/PoBZ3bhjs8 TO… https://t.co/sxNlPdodIF",0.0,0.0,0.0,1.0,57
144,KimKardashian,Wed Jun 27 22:57:38 +0000 2018,RT @MUNCHKiN_XO: Whatever happened to Kim and @khloekardashian taking something? 🤔 https://t.co/V9lnFh5bZb,0.0,0.0,0.0,1.0,56
